artist,timestamp,monthly_listeners,change_since_yesterday,change_past_2_days,change_past_3_days,pct_since_yesterday,pct_past_2_days,pct_past_3_days,listeners_3days_ago,listeners_2days_ago,listeners_1day_ago,change_day1_to_day2,pct_day1_to_day2,change_day2_to_day3,pct_day2_to_day3,date
STEREO,2026-04-13 03:31 UTC,1656125,,,,,,,,,,,,,,
Stopthis,2026-04-13 03:31 UTC,55946,,,,,,,,,,,,,,
Summrs,2026-04-13 03:31 UTC,1370871,,,,,,,,,,,,,,
SURF GANG,2026-04-13 03:31 UTC,734306,,,,,,,,,,,,,,
Sven Yamaha,2026-04-13 03:31 UTC,12239,,,,,,,,,,,,,,
Swizz Beatz,2026-04-13 03:31 UTC,1199334,,,,,,,,,,,,,,
T.O.P,2026-04-13 03:31 UTC,1054305,,,,,,,,,,,,,,
Tabi Gervis,2026-04-13 03:31 UTC,19441,,,,,,,,,,,,,,
Temper City,2026-04-13 03:31 UTC,6272911,,,,,,,,,,,,,,
The Long Faces,2026-04-13 03:31 UTC,3209523,,,,,,,,,,,,,,
The Twins,2026-04-13 03:31 UTC,74557,,,,,,,,,,,,,,
Tiffany Day,2026-04-13 03:31 UTC,1068312,,,,,,,,,,,,,,
Tiffany Hudson,2026-04-13 03:31 UTC,1722726,,,,,,,,,,,,,,
Tom Did It,2026-04-13 03:31 UTC,1144955,,,,,,,,,,,,,,
Tom Right,2026-04-13 03:31 UTC,839339,,,,,,,,,,,,,,
Trim,2026-04-13 03:31 UTC,2007532,,,,,,,,,,,,,,
Tsatsamis,2026-04-13 03:31 UTC,204107,,,,,,,,,,,,,,
twentythree,2026-04-13 03:31 UTC,1360980,,,,,,,,,,,,,,
TXKUMOON,2026-04-13 03:31 UTC,582387,,,,,,,,,,,,,,
Ullah,2026-04-13 03:31 UTC,78852,,,,,,,,,,,,,,
untiljapan,2026-04-13 03:31 UTC,235612,,,,,,,,,,,,,,
Vaibhav Gupta,2026-04-13 03:31 UTC,2651794,,,,,,,,,,,,,,
Valter Nilsson,2026-04-13 03:31 UTC,218593,,,,,,,,,,,,,,
Warren Roob,2026-04-13 03:31 UTC,742464,,,,,,,,,,,,,,
Will Sass,2026-04-13 03:31 UTC,778304,,,,,,,,,,,,,,
xo,2026-04-13 03:31 UTC,36987,,,,,,,,,,,,,,
YBRE,2026-04-13 03:31 UTC,1053546,,,,,,,,,,,,,,
Ye,2026-04-13 03:31 UTC,16562673,,,,,,,,,,,,,,
Yonusa,2026-04-13 03:31 UTC,301777,,,,,,,,,,,,,,
YUNA,2026-04-13 03:31 UTC,1085596,,,,,,,,,,,,,,
Zycan,2026-04-13 03:31 UTC,1858808,,,,,,,,,,,,,,
Canada Soccer,2026-04-13 03:31 UTC,176432,,,,,,,,,,,,,,
H. Hawkline,2026-04-13 03:31 UTC,79418,,,,,,,,,,,,,,
Rian Brazil,2026-04-13 03:31 UTC,31973,,,,,,,,,,,,,,
My New Band Believe,2026-04-13 03:31 UTC,150138,,,,,,,,,,,,,,
Baby Crash,2026-04-13 03:31 UTC,0,,,,,,,,,,,,,,
Street Fever,2026-04-13 03:31 UTC,104570,,,,,,,,,,,,,,
Lori Perri,2026-04-13 03:31 UTC,332,,,,,,,,,,,,,,
DJ B7 o Piranhão,2026-04-13 03:31 UTC,871755,,,,,,,,,,,,,,
shonci,2026-04-13 03:31 UTC,2817201,,,,,,,,,,,,,,
OKI,2026-04-13 03:31 UTC,2189621,,,,,,,,,,,,,,
Juju,2026-04-13 03:31 UTC,2352446,,,,,,,,,,,,,,
Diana Pilquist,2026-04-13 03:31 UTC,1153,,,,,,,,,,,,,,
$t3PPA,2026-04-13 14:56 UTC,102777,,,,,,,,,,,,,,
00pium!*,2026-04-13 14:56 UTC,166,,,,,,,,,,,,,,
13dge,2026-04-13 14:56 UTC,4026,,,,,,,,,,,,,,
A2ANTI,2026-04-13 14:56 UTC,1570339,,,,,,,,,,,,,,
Addison Dean,2026-04-13 14:56 UTC,3427,,,,,,,,,,,,,,
Aiyana-Lee,2026-04-13 14:56 UTC,1179687,,,,,,,,,,,,,,
Andre Troutman,2026-04-13 14:56 UTC,8539168,,,,,,,,,,,,,,
Angine de Poitrine,2026-04-13 14:56 UTC,1883458,,,,,,,,,,,,,,
Anysia Kim,2026-04-13 14:56 UTC,167667,,,,,,,,,,,,,,
AQUAFINNA,2026-04-13 14:56 UTC,18211,,,,,,,,,,,,,,
Avery Cochrane,2026-04-13 14:56 UTC,542907,,,,,,,,,,,,,,
Banjaare,2026-04-13 14:56 UTC,15885232,,,,,,,,,,,,,,
Bausa,2026-04-13 14:56 UTC,3812270,,,,,,,,,,,,,,
billi0n,2026-04-13 14:56 UTC,45306,,,,,,,,,,,,,,
Billy Fuller,2026-04-13 14:56 UTC,18264,,,,,,,,,,,,,,
Bolaget,2026-04-13 14:56 UTC,1199243,,,,,,,,,,,,,,
Bryan Countach,2026-04-13 14:56 UTC,239898,,,,,,,,,,,,,,
campthehills,2026-04-13 14:56 UTC,324886,,,,,,,,,,,,,,
Canyon,2026-04-13 14:56 UTC,48862,,,,,,,,,,,,,,
Carter Faith,2026-04-13 14:56 UTC,1264960,,,,,,,,,,,,,,
Che,2026-04-13 14:56 UTC,1245493,,,,,,,,,,,,,,
Corridos del Rey,2026-04-13 14:56 UTC,1083408,,,,,,,,,,,,,,
Crystalo,2026-04-13 14:56 UTC,496851,,,,,,,,,,,,,,
Da Future,2026-04-13 14:56 UTC,4459646,,,,,,,,,,,,,,
Dale Move,2026-04-13 14:56 UTC,215412,,,,,,,,,,,,,,
Daniel Žižka,2026-04-13 14:56 UTC,148564,,,,,,,,,,,,,,
Dante,2026-04-13 14:56 UTC,444307,,,,,,,,,,,,,,
Dean Turnley,2026-04-13 14:56 UTC,1445432,,,,,,,,,,,,,,
Delara,2026-04-13 14:56 UTC,802760,,,,,,,,,,,,,,
Delta Ash,2026-04-13 14:56 UTC,434486,,,,,,,,,,,,,,
Dexter and The Moonrocks,2026-04-13 14:56 UTC,3598443,,,,,,,,,,,,,,
DJ Unzensiert,2026-04-13 14:56 UTC,1494421,,,,,,,,,,,,,,
Donda,2026-04-13 14:56 UTC,2126504,,,,,,,,,,,,,,
Dubioza Kolektive,2026-04-13 14:56 UTC,516857,,,,,,,,,,,,,,
dunderjeppe,2026-04-13 14:56 UTC,28555,,,,,,,,,,,,,,
Duskydemise archive,2026-04-13 14:56 UTC,291438,,,,,,,,,,,,,,
Duygu Edis,2026-04-13 14:56 UTC,2634013,,,,,,,,,,,,,,
dyingoutlay,2026-04-13 14:56 UTC,165,,,,,,,,,,,,,,
earfzilla,2026-04-13 14:56 UTC,8490,,,,,,,,,,,,,,
EMEI,2026-04-13 14:56 UTC,1710502,,,,,,,,,,,,,,
Emelie Trahan,2026-04-13 14:56 UTC,87616,,,,,,,,,,,,,,
EMJIE,2026-04-13 14:56 UTC,184280,,,,,,,,,,,,,,
F3miii,2026-04-13 14:56 UTC,2170383,,,,,,,,,,,,,,
Fcukers,2026-04-13 14:56 UTC,2148086,,,,,,,,,,,,,,
FIFA Sound,2026-04-13 14:56 UTC,2556246,,,,,,,,,,,,,,
FLO,2026-04-13 14:56 UTC,3693353,,,,,,,,,,,,,,
Franky Rizardo,2026-04-13 14:56 UTC,2702343,,,,,,,,,,,,,,
Girl Scout,2026-04-13 14:56 UTC,305909,,,,,,,,,,,,,,
girl_irl,2026-04-13 14:56 UTC,150226,,,,,,,,,,,,,,
girlsweetvoiced,2026-04-13 14:56 UTC,771726,,,,,,,,,,,,,,
gnawvs,2026-04-13 14:56 UTC,1834,,,,,,,,,,,,,,
Godtripper,2026-04-13 14:56 UTC,171553,,,,,,,,,,,,,,
Grupo Primer Grado,2026-04-13 14:56 UTC,2545235,,,,,,,,,,,,,,
Harrd Luck,2026-04-13 14:56 UTC,179011,,,,,,,,,,,,,,
Indeevar,2026-04-13 14:56 UTC,2486555,,,,,,,,,,,,,,
Indigo De Souza,2026-04-13 14:56 UTC,1695078,,,,,,,,,,,,,,
Infinity Song,2026-04-13 14:56 UTC,619312,,,,,,,,,,,,,,
isa in eutopia,2026-04-13 14:56 UTC,25621,,,,,,,,,,,,,,
Jackson Dean,2026-04-13 14:56 UTC,2051523,,,,,,,,,,,,,,
Jadasea,2026-04-13 14:56 UTC,156635,,,,,,,,,,,,,,
Jenny Baker,2026-04-13 14:56 UTC,115959,,,,,,,,,,,,,,
Joey Cash,2026-04-13 14:56 UTC,384948,,,,,,,,,,,,,,
Joy Rhodes,2026-04-13 14:56 UTC,410438,,,,,,,,,,,,,,
Julie Williams,2026-04-13 14:56 UTC,54477,,,,,,,,,,,,,,
JULIETT,2026-04-13 14:56 UTC,385411,,,,,,,,,,,,,,
Khaled,2026-04-13 14:56 UTC,2411326,,,,,,,,,,,,,,
Khan Saab,2026-04-13 14:56 UTC,11977863,,,,,,,,,,,,,,
King Kylie,2026-04-13 14:56 UTC,2416980,,,,,,,,,,,,,,
Koilwood,2026-04-13 14:56 UTC,29667,,,,,,,,,,,,,,
KUČKA,2026-04-13 14:56 UTC,1011587,,,,,,,,,,,,,,
Kurdi Klymax,2026-04-13 14:56 UTC,14348,,,,,,,,,,,,,,
Lamb,2026-04-13 14:56 UTC,395139,,,,,,,,,,,,,,
ledysek,2026-04-13 14:56 UTC,15792,,,,,,,,,,,,,,
Leni Woess,2026-04-13 14:56 UTC,905755,,,,,,,,,,,,,,
Lerado Khalil,2026-04-13 14:56 UTC,91274,,,,,,,,,,,,,,
Lightris,2026-04-13 14:56 UTC,772771,,,,,,,,,,,,,,
M!LK,2026-04-13 14:56 UTC,2634569,,,,,,,,,,,,,,
M4IA,2026-04-13 14:56 UTC,233787,,,,,,,,,,,,,,
MAGIC SOUND WOLF,2026-04-13 14:56 UTC,444497,,,,,,,,,,,,,,
Malcolm Todd,2026-04-13 14:56 UTC,19524269,,,,,,,,,,,,,,
Maphra,2026-04-13 14:56 UTC,1377450,,,,,,,,,,,,,,
marquitos,2026-04-13 14:56 UTC,858870,,,,,,,,,,,,,,
Maviler,2026-04-13 14:56 UTC,1024956,,,,,,,,,,,,,,
Maya Engen,2026-04-13 14:56 UTC,75861,,,,,,,,,,,,,,
Mietze Conte,2026-04-13 14:56 UTC,421656,,,,,,,,,,,,,,
Mijabella Marie,2026-04-13 14:56 UTC,15868,,,,,,,,,,,,,,
MIKE,2026-04-13 14:56 UTC,900897,,,,,,,,,,,,,,
Momo Boyd,2026-04-13 14:56 UTC,3198044,,,,,,,,,,,,,,
Mr Dutt,2026-04-13 14:56 UTC,1800679,,,,,,,,,,,,,,
Nickatnite,2026-04-13 14:56 UTC,11100,,,,,,,,,,,,,,
Nine Vicious,2026-04-13 14:56 UTC,1156178,,,,,,,,,,,,,,
nocashfromparents,2026-04-13 14:56 UTC,771862,,,,,,,,,,,,,,
North West,2026-04-13 14:56 UTC,592400,,,,,,,,,,,,,,
NPD,2026-04-13 14:56 UTC,1339973,,,,,,,,,,,,,,
OK Alva,2026-04-13 14:56 UTC,5791,,,,,,,,,,,,,,
osa,2026-04-13 14:56 UTC,66674,,,,,,,,,,,,,,
Pz',2026-04-13 14:56 UTC,312352,,,,,,,,,,,,,,
Reble,2026-04-13 14:56 UTC,13111901,,,,,,,,,,,,,,
Rocket Reese,2026-04-13 14:56 UTC,117382,,,,,,,,,,,,,,
S1RENA,2026-04-13 14:56 UTC,168393,,,,,,,,,,,,,,
Sara Landry,2026-04-13 14:56 UTC,1238590,,,,,,,,,,,,,,
Selim61,2026-04-13 14:56 UTC,1082639,,,,,,,,,,,,,,
Sematary,2026-04-13 14:56 UTC,813758,,,,,,,,,,,,,,
Slayr,2026-04-13 14:56 UTC,1185806,,,,,,,,,,,,,,
Slim Jxmmy,2026-04-13 14:56 UTC,37017,,,,,,,,,,,,,,
Sons of Yusuf,2026-04-13 14:56 UTC,1833693,,,,,,,,,,,,,,
Sreemani,2026-04-13 14:56 UTC,1851987,,,,,,,,,,,,,,
STELLA LEFTY,2026-04-13 14:56 UTC,4003488,,,,,,,,,,,,,,
STEREO,2026-04-13 14:56 UTC,1683049,,,,,,,,,,,,,,
Stopthis,2026-04-13 14:56 UTC,56378,,,,,,,,,,,,,,
Summrs,2026-04-13 14:56 UTC,1368633,,,,,,,,,,,,,,
SURF GANG,2026-04-13 14:56 UTC,736339,,,,,,,,,,,,,,
Sven Yamaha,2026-04-13 14:56 UTC,12118,,,,,,,,,,,,,,
Swizz Beatz,2026-04-13 14:56 UTC,1206040,,,,,,,,,,,,,,
T.O.P,2026-04-13 14:56 UTC,1130893,,,,,,,,,,,,,,
Tabi Gervis,2026-04-13 14:56 UTC,19376,,,,,,,,,,,,,,
Temper City,2026-04-13 14:56 UTC,6417104,,,,,,,,,,,,,,
The Long Faces,2026-04-13 14:56 UTC,3294339,,,,,,,,,,,,,,
The Twins,2026-04-13 14:56 UTC,74009,,,,,,,,,,,,,,
Tiffany Day,2026-04-13 14:56 UTC,1090039,,,,,,,,,,,,,,
Tiffany Hudson,2026-04-13 14:56 UTC,1730374,,,,,,,,,,,,,,
Tom Did It,2026-04-13 14:56 UTC,1168800,,,,,,,,,,,,,,
Tom Right,2026-04-13 14:56 UTC,854382,,,,,,,,,,,,,,
Trim,2026-04-13 14:56 UTC,2032058,,,,,,,,,,,,,,
Tsatsamis,2026-04-13 14:56 UTC,205087,,,,,,,,,,,,,,
twentythree,2026-04-13 14:56 UTC,1365769,,,,,,,,,,,,,,
TXKUMOON,2026-04-13 14:56 UTC,607003,,,,,,,,,,,,,,
Ullah,2026-04-13 14:56 UTC,79980,,,,,,,,,,,,,,
untiljapan,2026-04-13 14:56 UTC,235025,,,,,,,,,,,,,,
Vaibhav Gupta,2026-04-13 14:56 UTC,2709079,,,,,,,,,,,,,,
Valter Nilsson,2026-04-13 14:56 UTC,219771,,,,,,,,,,,,,,
Warren Roob,2026-04-13 14:56 UTC,786128,,,,,,,,,,,,,,
Will Sass,2026-04-13 14:56 UTC,790267,,,,,,,,,,,,,,
xo,2026-04-13 14:56 UTC,36618,,,,,,,,,,,,,,
YBRE,2026-04-13 14:56 UTC,1060461,,,,,,,,,,,,,,
Ye,2026-04-13 14:56 UTC,16879610,,,,,,,,,,,,,,
Yonusa,2026-04-13 14:56 UTC,296880,,,,,,,,,,,,,,
YUNA,2026-04-13 14:56 UTC,1121281,,,,,,,,,,,,,,
Zycan,2026-04-13 14:56 UTC,1973923,,,,,,,,,,,,,,
Canada Soccer,2026-04-13 14:56 UTC,199217,,,,,,,,,,,,,,
H. Hawkline,2026-04-13 14:56 UTC,91133,,,,,,,,,,,,,,
Rian Brazil,2026-04-13 14:56 UTC,33252,,,,,,,,,,,,,,
My New Band Believe,2026-04-13 14:56 UTC,162566,,,,,,,,,,,,,,
Baby Crash,2026-04-13 14:56 UTC,0,,,,,,,,,,,,,,
Street Fever,2026-04-13 14:56 UTC,113331,,,,,,,,,,,,,,
Lori Perri,2026-04-13 14:56 UTC,333,,,,,,,,,,,,,,
DJ B7 o Piranhão,2026-04-13 14:56 UTC,962919,,,,,,,,,,,,,,
shonci,2026-04-13 14:56 UTC,2909317,,,,,,,,,,,,,,
OKI,2026-04-13 14:56 UTC,2224472,,,,,,,,,,,,,,
Juju,2026-04-13 14:56 UTC,2390353,,,,,,,,,,,,,,
Diana Pilquist,2026-04-13 14:56 UTC,1145,,,,,,,,,,,,,,
$t3PPA,2026-04-14 00:05 UTC,102777,,,,,,,,,,,,,,
00pium!*,2026-04-14 00:05 UTC,166,,,,,,,,,,,,,,
13dge,2026-04-14 00:05 UTC,4026,,,,,,,,,,,,,,
A2ANTI,2026-04-14 00:05 UTC,1570339,,,,,,,,,,,,,,
Addison Dean,2026-04-14 00:05 UTC,3427,,,,,,,,,,,,,,
Aiyana-Lee,2026-04-14 00:05 UTC,1179687,,,,,,,,,,,,,,
Andre Troutman,2026-04-14 00:05 UTC,8539168,,,,,,,,,,,,,,
Angine de Poitrine,2026-04-14 00:05 UTC,1883458,,,,,,,,,,,,,,
Anysia Kim,2026-04-14 00:05 UTC,167667,,,,,,,,,,,,,,
AQUAFINNA,2026-04-14 00:05 UTC,18211,,,,,,,,,,,,,,
Avery Cochrane,2026-04-14 00:05 UTC,542907,,,,,,,,,,,,,,
Banjaare,2026-04-14 00:05 UTC,15885232,,,,,,,,,,,,,,
Bausa,2026-04-14 00:05 UTC,3812270,,,,,,,,,,,,,,
billi0n,2026-04-14 00:05 UTC,45306,,,,,,,,,,,,,,
Billy Fuller,2026-04-14 00:05 UTC,18264,,,,,,,,,,,,,,
Bolaget,2026-04-14 00:05 UTC,1199243,,,,,,,,,,,,,,
Bryan Countach,2026-04-14 00:05 UTC,239898,,,,,,,,,,,,,,
campthehills,2026-04-14 00:05 UTC,324886,,,,,,,,,,,,,,
Canyon,2026-04-14 00:05 UTC,48862,,,,,,,,,,,,,,
Carter Faith,2026-04-14 00:05 UTC,1264960,,,,,,,,,,,,,,
Che,2026-04-14 00:05 UTC,1245493,,,,,,,,,,,,,,
Corridos del Rey,2026-04-14 00:05 UTC,1083408,,,,,,,,,,,,,,
Crystalo,2026-04-14 00:05 UTC,496851,,,,,,,,,,,,,,
Da Future,2026-04-14 00:05 UTC,4459646,,,,,,,,,,,,,,
Dale Move,2026-04-14 00:05 UTC,215412,,,,,,,,,,,,,,
Daniel Žižka,2026-04-14 00:05 UTC,148564,,,,,,,,,,,,,,
Dante,2026-04-14 00:05 UTC,444307,,,,,,,,,,,,,,
Dean Turnley,2026-04-14 00:05 UTC,1445432,,,,,,,,,,,,,,
Delara,2026-04-14 00:05 UTC,802760,,,,,,,,,,,,,,
Delta Ash,2026-04-14 00:05 UTC,434486,,,,,,,,,,,,,,
Dexter and The Moonrocks,2026-04-14 00:05 UTC,3598443,,,,,,,,,,,,,,
DJ Unzensiert,2026-04-14 00:05 UTC,1494421,,,,,,,,,,,,,,
Donda,2026-04-14 00:05 UTC,2126504,,,,,,,,,,,,,,
Dubioza Kolektive,2026-04-14 00:05 UTC,516857,,,,,,,,,,,,,,
dunderjeppe,2026-04-14 00:05 UTC,28555,,,,,,,,,,,,,,
Duskydemise archive,2026-04-14 00:05 UTC,291438,,,,,,,,,,,,,,
Duygu Edis,2026-04-14 00:05 UTC,2634013,,,,,,,,,,,,,,
dyingoutlay,2026-04-14 00:05 UTC,165,,,,,,,,,,,,,,
earfzilla,2026-04-14 00:05 UTC,8490,,,,,,,,,,,,,,
EMEI,2026-04-14 00:05 UTC,1710502,,,,,,,,,,,,,,
Emelie Trahan,2026-04-14 00:05 UTC,87616,,,,,,,,,,,,,,
EMJIE,2026-04-14 00:05 UTC,184280,,,,,,,,,,,,,,
F3miii,2026-04-14 00:05 UTC,2170383,,,,,,,,,,,,,,
Fcukers,2026-04-14 00:05 UTC,2148086,,,,,,,,,,,,,,
FIFA Sound,2026-04-14 00:05 UTC,2556246,,,,,,,,,,,,,,
FLO,2026-04-14 00:05 UTC,3693353,,,,,,,,,,,,,,
Franky Rizardo,2026-04-14 00:05 UTC,2702343,,,,,,,,,,,,,,
Girl Scout,2026-04-14 00:05 UTC,305909,,,,,,,,,,,,,,
girl_irl,2026-04-14 00:05 UTC,150226,,,,,,,,,,,,,,
girlsweetvoiced,2026-04-14 00:05 UTC,771726,,,,,,,,,,,,,,
gnawvs,2026-04-14 00:05 UTC,1834,,,,,,,,,,,,,,
Godtripper,2026-04-14 00:05 UTC,171553,,,,,,,,,,,,,,
Grupo Primer Grado,2026-04-14 00:05 UTC,2545235,,,,,,,,,,,,,,
Harrd Luck,2026-04-14 00:05 UTC,179011,,,,,,,,,,,,,,
Indeevar,2026-04-14 00:05 UTC,2486555,,,,,,,,,,,,,,
Indigo De Souza,2026-04-14 00:05 UTC,1695078,,,,,,,,,,,,,,
Infinity Song,2026-04-14 00:05 UTC,619312,,,,,,,,,,,,,,
isa in eutopia,2026-04-14 00:05 UTC,25621,,,,,,,,,,,,,,
Jackson Dean,2026-04-14 00:05 UTC,2051523,,,,,,,,,,,,,,
Jadasea,2026-04-14 00:05 UTC,156635,,,,,,,,,,,,,,
Jenny Baker,2026-04-14 00:05 UTC,115959,,,,,,,,,,,,,,
Joey Cash,2026-04-14 00:05 UTC,384948,,,,,,,,,,,,,,
Joy Rhodes,2026-04-14 00:05 UTC,410438,,,,,,,,,,,,,,
Julie Williams,2026-04-14 00:05 UTC,54477,,,,,,,,,,,,,,
JULIETT,2026-04-14 00:05 UTC,385411,,,,,,,,,,,,,,
Khaled,2026-04-14 00:05 UTC,2411326,,,,,,,,,,,,,,
Khan Saab,2026-04-14 00:05 UTC,11977863,,,,,,,,,,,,,,
King Kylie,2026-04-14 00:05 UTC,2416980,,,,,,,,,,,,,,
Koilwood,2026-04-14 00:05 UTC,29667,,,,,,,,,,,,,,
KUČKA,2026-04-14 00:05 UTC,1011587,,,,,,,,,,,,,,
Kurdi Klymax,2026-04-14 00:05 UTC,14348,,,,,,,,,,,,,,
Lamb,2026-04-14 00:05 UTC,395139,,,,,,,,,,,,,,
ledysek,2026-04-14 00:05 UTC,15792,,,,,,,,,,,,,,
Leni Woess,2026-04-14 00:05 UTC,905755,,,,,,,,,,,,,,
Lerado Khalil,2026-04-14 00:05 UTC,91274,,,,,,,,,,,,,,
Lightris,2026-04-14 00:05 UTC,772771,,,,,,,,,,,,,,
M!LK,2026-04-14 00:05 UTC,2634569,,,,,,,,,,,,,,
M4IA,2026-04-14 00:05 UTC,233787,,,,,,,,,,,,,,
MAGIC SOUND WOLF,2026-04-14 00:05 UTC,444497,,,,,,,,,,,,,,
Malcolm Todd,2026-04-14 00:05 UTC,19524269,,,,,,,,,,,,,,
Maphra,2026-04-14 00:05 UTC,1377450,,,,,,,,,,,,,,
marquitos,2026-04-14 00:05 UTC,858870,,,,,,,,,,,,,,
Maviler,2026-04-14 00:05 UTC,1024956,,,,,,,,,,,,,,
Maya Engen,2026-04-14 00:05 UTC,75861,,,,,,,,,,,,,,
Mietze Conte,2026-04-14 00:05 UTC,421656,,,,,,,,,,,,,,
Mijabella Marie,2026-04-14 00:05 UTC,15868,,,,,,,,,,,,,,
MIKE,2026-04-14 00:05 UTC,900897,,,,,,,,,,,,,,
Momo Boyd,2026-04-14 00:05 UTC,3198044,,,,,,,,,,,,,,
Mr Dutt,2026-04-14 00:05 UTC,1800679,,,,,,,,,,,,,,
Nickatnite,2026-04-14 00:05 UTC,11100,,,,,,,,,,,,,,
Nine Vicious,2026-04-14 00:05 UTC,1156178,,,,,,,,,,,,,,
nocashfromparents,2026-04-14 00:05 UTC,771862,,,,,,,,,,,,,,
North West,2026-04-14 00:05 UTC,592400,,,,,,,,,,,,,,
NPD,2026-04-14 00:05 UTC,1339973,,,,,,,,,,,,,,
OK Alva,2026-04-14 00:05 UTC,5791,,,,,,,,,,,,,,
osa,2026-04-14 00:05 UTC,66674,,,,,,,,,,,,,,
Pz',2026-04-14 00:05 UTC,312352,,,,,,,,,,,,,,
Reble,2026-04-14 00:05 UTC,13111901,,,,,,,,,,,,,,
Rocket Reese,2026-04-14 00:05 UTC,117382,,,,,,,,,,,,,,
S1RENA,2026-04-14 00:05 UTC,168393,,,,,,,,,,,,,,
Sara Landry,2026-04-14 00:05 UTC,1238590,,,,,,,,,,,,,,
Selim61,2026-04-14 00:05 UTC,1082639,,,,,,,,,,,,,,
Sematary,2026-04-14 00:05 UTC,813758,,,,,,,,,,,,,,
Slayr,2026-04-14 00:05 UTC,1185806,,,,,,,,,,,,,,
Slim Jxmmy,2026-04-14 00:05 UTC,37017,,,,,,,,,,,,,,
Sons of Yusuf,2026-04-14 00:05 UTC,1833693,,,,,,,,,,,,,,
Sreemani,2026-04-14 00:05 UTC,1851987,,,,,,,,,,,,,,
STELLA LEFTY,2026-04-14 00:05 UTC,4003488,,,,,,,,,,,,,,
STEREO,2026-04-14 00:05 UTC,1683049,,,,,,,,,,,,,,
Stopthis,2026-04-14 00:05 UTC,56378,,,,,,,,,,,,,,
Summrs,2026-04-14 00:05 UTC,1368633,,,,,,,,,,,,,,
SURF GANG,2026-04-14 00:05 UTC,736339,,,,,,,,,,,,,,
Sven Yamaha,2026-04-14 00:05 UTC,12118,,,,,,,,,,,,,,
Swizz Beatz,2026-04-14 00:05 UTC,1206040,,,,,,,,,,,,,,
T.O.P,2026-04-14 00:05 UTC,1130893,,,,,,,,,,,,,,
Tabi Gervis,2026-04-14 00:05 UTC,19376,,,,,,,,,,,,,,
Temper City,2026-04-14 00:05 UTC,6417104,,,,,,,,,,,,,,
The Long Faces,2026-04-14 00:05 UTC,3294339,,,,,,,,,,,,,,
The Twins,2026-04-14 00:05 UTC,74009,,,,,,,,,,,,,,
Tiffany Day,2026-04-14 00:05 UTC,1090039,,,,,,,,,,,,,,
Tiffany Hudson,2026-04-14 00:05 UTC,1730374,,,,,,,,,,,,,,
Tom Did It,2026-04-14 00:05 UTC,1168800,,,,,,,,,,,,,,
Tom Right,2026-04-14 00:05 UTC,854382,,,,,,,,,,,,,,
Trim,2026-04-14 00:05 UTC,2032058,,,,,,,,,,,,,,
Tsatsamis,2026-04-14 00:05 UTC,205087,,,,,,,,,,,,,,
twentythree,2026-04-14 00:05 UTC,1365769,,,,,,,,,,,,,,
TXKUMOON,2026-04-14 00:05 UTC,607003,,,,,,,,,,,,,,
Ullah,2026-04-14 00:05 UTC,79980,,,,,,,,,,,,,,
untiljapan,2026-04-14 00:05 UTC,235025,,,,,,,,,,,,,,
Vaibhav Gupta,2026-04-14 00:05 UTC,2709079,,,,,,,,,,,,,,
Valter Nilsson,2026-04-14 00:05 UTC,219771,,,,,,,,,,,,,,
Warren Roob,2026-04-14 00:05 UTC,786128,,,,,,,,,,,,,,
Will Sass,2026-04-14 00:05 UTC,790267,,,,,,,,,,,,,,
xo,2026-04-14 00:05 UTC,36618,,,,,,,,,,,,,,
YBRE,2026-04-14 00:05 UTC,1060461,,,,,,,,,,,,,,
Ye,2026-04-14 00:05 UTC,16879610,,,,,,,,,,,,,,
Yonusa,2026-04-14 00:05 UTC,296880,,,,,,,,,,,,,,
YUNA,2026-04-14 00:05 UTC,1121281,,,,,,,,,,,,,,
Zycan,2026-04-14 00:05 UTC,1973923,,,,,,,,,,,,,,
Canada Soccer,2026-04-14 00:05 UTC,199217,,,,,,,,,,,,,,
H. Hawkline,2026-04-14 00:05 UTC,91133,,,,,,,,,,,,,,
Rian Brazil,2026-04-14 00:05 UTC,33252,,,,,,,,,,,,,,
My New Band Believe,2026-04-14 00:05 UTC,162566,,,,,,,,,,,,,,
Baby Crash,2026-04-14 00:05 UTC,0,,,,,,,,,,,,,,
Street Fever,2026-04-14 00:05 UTC,113331,,,,,,,,,,,,,,
Lori Perri,2026-04-14 00:05 UTC,333,,,,,,,,,,,,,,
DJ B7 o Piranhão,2026-04-14 00:05 UTC,962919,,,,,,,,,,,,,,
shonci,2026-04-14 00:05 UTC,2909317,,,,,,,,,,,,,,
OKI,2026-04-14 00:05 UTC,2224472,,,,,,,,,,,,,,
Juju,2026-04-14 00:05 UTC,2390353,,,,,,,,,,,,,,
Diana Pilquist,2026-04-14 00:05 UTC,1145,,,,,,,,,,,,,,
$t3PPA,2026-04-14 15:15 UTC,106969,,,,,,,,,,,,,,
00pium!*,2026-04-14 15:15 UTC,164,,,,,,,,,,,,,,
13dge,2026-04-14 15:15 UTC,4026,,,,,,,,,,,,,,
A2ANTI,2026-04-14 15:15 UTC,1594596,,,,,,,,,,,,,,
Addison Dean,2026-04-14 15:15 UTC,3935,,,,,,,,,,,,,,
Aiyana-Lee,2026-04-14 15:15 UTC,1167003,,,,,,,,,,,,,,
Andre Troutman,2026-04-14 15:15 UTC,8704217,,,,,,,,,,,,,,
Angine de Poitrine,2026-04-14 15:15 UTC,1964926,,,,,,,,,,,,,,
